Year,Year ending,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population"
2010,December,3 Southern Metro, Mornington Peninsula," 7,203 "," 4,849.1 "
2010,December,3 Southern Metro, Port Phillip," 8,649 "," 8,974.3 "
2010,December,3 Southern Metro, Stonnington," 7,759 "," 7,859.0 "
2010,December,3 Southern Metro,Total," 73,194 "," 5,550.4 "
2010,December,4 Western, Ararat, 788 ," 6,950.7 "
2010,December,4 Western, Ballarat," 7,950 "," 8,515.5 "
2010,December,4 Western, Buloke, 278 ," 4,198.1 "
2010,December,4 Western, Campaspe," 2,093 "," 5,660.9 "
2010,December,4 Western, Central Goldfields, 778 ," 6,174.6 "
2010,December,4 Western, Colac-Otway," 1,079 "," 5,173.8 "
2010,December,4 Western, Corangamite, 541 ," 3,266.3 "
2010,December,4 Western, Gannawarra, 517 ," 4,835.4 "
2010,December,4 Western, Glenelg," 1,184 "," 5,935.1 "
2010,December,4 Western, Golden Plains, 344 ," 1,865.4 "
2010,December,4 Western, Greater Bendigo," 4,953 "," 4,928.1 "
2010,December,4 Western, Greater Geelong," 12,127 "," 5,704.5 "
2010,December,4 Western, Hepburn, 545 ," 3,742.9 "
2010,December,4 Western, Hindmarsh, 169 ," 2,838.4 "
2010,December,4 Western, Horsham," 1,447 "," 7,462.6 "
2010,December,4 Western, Loddon, 297 ," 3,880.8 "
2010,December,4 Western, Macedon Ranges," 1,275 "," 3,019.7 "
2010,December,4 Western, Mildura," 4,768 "," 9,235.8 "
2010,December,4 Western, Moorabool," 1,054 "," 3,758.0 "
2010,December,4 Western, Mount Alexander, 674 ," 3,785.2 "
2010,December,4 Western, Moyne, 489 ," 3,040.7 "
2010,December,4 Western, Northern Grampians, 816 ," 6,736.6 "
2010,December,4 Western, Pyrenees, 227 ," 3,364.0 "
2010,December,4 Western, Queenscliffe, 96 ," 3,138.3 "
2010,December,4 Western, Southern Grampians, 742 ," 4,441.8 "
2010,December,4 Western, Surf Coast," 1,062 "," 4,106.6 "
2010,December,4 Western, Swan Hill," 1,660 "," 7,911.5 "
2010,December,4 Western, Warrnambool," 2,004 "," 6,190.9 "
2010,December,4 Western, West Wimmera, 89 ," 2,035.2 "
2010,December,4 Western, Yarriambiack, 273 ," 3,733.6 "
2010,December,4 Western,Total," 50,319 "," 5,632.6 "
2010,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities, 671 ,
2010,December,Justice Institutions and Immigration Facilities,Total, 671 ,
2010,December,Unincorporated Vic, Unincorporated Vic, 168 ,
2010,December,Unincorporated Vic,Total, 168 ,
